mode,batch,group,layer,forwards,mean_query_tokens,mean_active_experts,mean_expert_coverage
focus,1,24,4,18,5.722222222222222,26.555555555555557,0.1037326388888889
focus,1,24,5,18,5.722222222222222,24.055555555555557,0.0939670138888889
focus,1,24,6,18,5.722222222222222,24.666666666666668,0.09635416666666667
focus,1,24,7,18,5.722222222222222,27.166666666666668,0.10611979166666667
focus,1,24,8,18,5.722222222222222,22.88888888888889,0.08940972222222222
focus,1,24,9,18,5.722222222222222,26.833333333333332,0.10481770833333333
focus,1,24,10,18,5.722222222222222,21.555555555555557,0.0842013888888889
focus,1,24,11,18,5.722222222222222,23.38888888888889,0.09136284722222222
focus,1,24,12,18,5.722222222222222,25.055555555555557,0.0978732638888889
focus,1,24,13,18,5.722222222222222,24.0,0.09375
focus,1,24,14,18,5.722222222222222,25.88888888888889,0.10112847222222222
focus,1,24,15,18,5.722222222222222,26.444444444444443,0.1032986111111111
focus,1,24,16,18,5.722222222222222,23.333333333333332,0.09114583333333333
focus,1,24,17,18,5.722222222222222,25.166666666666668,0.09830729166666667
focus,1,24,18,18,5.722222222222222,24.38888888888889,0.09526909722222222
focus,1,24,19,18,5.722222222222222,28.555555555555557,0.1115451388888889
focus,1,25,1,20,7.1,43.8,0.17109375
focus,1,25,2,20,7.1,44.05,0.1720703125
focus,1,25,3,20,7.1,39.15,0.1529296875
focus,1,25,4,20,7.1,34.1,0.133203125
focus,1,25,5,20,7.1,30.9,0.120703125
focus,1,25,6,20,7.1,27.95,0.1091796875
focus,1,25,7,20,7.1,33.0,0.12890625
focus,1,25,8,20,7.1,29.9,0.116796875
focus,1,25,9,20,7.1,34.05,0.1330078125
focus,1,25,10,20,7.1,29.5,0.115234375
focus,1,25,11,20,7.1,27.0,0.10546875
focus,1,25,12,20,7.1,34.55,0.1349609375
focus,1,25,13,20,7.1,31.4,0.12265625
focus,1,25,14,20,7.1,33.7,0.131640625
focus,1,25,15,20,7.1,30.25,0.1181640625
focus,1,25,16,20,7.1,30.8,0.1203125
focus,1,25,17,20,7.1,32.45,0.1267578125
focus,1,25,18,20,7.1,33.35,0.1302734375
focus,1,25,19,20,7.1,35.8,0.13984375
focus,1,26,1,24,5.416666666666667,33.333333333333336,0.13020833333333334
focus,1,26,2,24,5.416666666666667,32.75,0.1279296875
focus,1,26,3,24,5.416666666666667,30.833333333333332,0.12044270833333333
focus,1,26,4,24,5.416666666666667,25.291666666666668,0.09879557291666667
focus,1,26,5,24,5.416666666666667,21.166666666666668,0.08268229166666667
focus,1,26,6,24,5.416666666666667,22.5,0.087890625
focus,1,26,7,24,5.416666666666667,24.791666666666668,0.09684244791666667
focus,1,26,8,24,5.416666666666667,22.5,0.087890625
focus,1,26,9,24,5.416666666666667,24.833333333333332,0.09700520833333333
focus,1,26,10,24,5.416666666666667,23.708333333333332,0.09261067708333333
focus,1,26,11,24,5.416666666666667,22.875,0.08935546875
focus,1,26,12,24,5.416666666666667,25.125,0.09814453125
focus,1,26,13,24,5.416666666666667,24.083333333333332,0.09407552083333333
focus,1,26,14,24,5.416666666666667,25.625,0.10009765625
focus,1,26,15,24,5.416666666666667,24.833333333333332,0.09700520833333333
focus,1,26,16,24,5.416666666666667,24.208333333333332,0.09456380208333333
focus,1,26,17,24,5.416666666666667,25.75,0.1005859375
focus,1,26,18,24,5.416666666666667,25.5,0.099609375
focus,1,26,19,24,5.416666666666667,27.708333333333332,0.10823567708333333
focus,1,27,1,23,6.6521739130434785,40.17391304347826,0.15692934782608695
focus,1,27,2,23,6.6521739130434785,43.21739130434783,0.1688179347826087
focus,1,27,3,23,6.6521739130434785,40.08695652173913,0.1565896739130435
focus,1,27,4,23,6.6521739130434785,30.652173913043477,0.11973505434782608
focus,1,27,5,23,6.6521739130434785,27.47826086956522,0.10733695652173914
focus,1,27,6,23,6.6521739130434785,25.695652173913043,0.10037364130434782
focus,1,27,7,23,6.6521739130434785,35.30434782608695,0.13790760869565216
focus,1,27,8,23,6.6521739130434785,28.47826086956522,0.11124320652173914
focus,1,27,9,23,6.6521739130434785,32.56521739130435,0.12720788043478262
focus,1,27,10,23,6.6521739130434785,26.869565217391305,0.10495923913043478
focus,1,27,11,23,6.6521739130434785,28.347826086956523,0.11073369565217392
focus,1,27,12,23,6.6521739130434785,28.17391304347826,0.11005434782608696
focus,1,27,13,23,6.6521739130434785,30.043478260869566,0.11735733695652174
focus,1,27,14,23,6.6521739130434785,31.73913043478261,0.12398097826086957
focus,1,27,15,23,6.6521739130434785,30.347826086956523,0.11854619565217392
focus,1,27,16,23,6.6521739130434785,26.043478260869566,0.10173233695652174
focus,1,27,17,23,6.6521739130434785,31.043478260869566,0.12126358695652174
focus,1,27,18,23,6.6521739130434785,30.565217391304348,0.11939538043478261
focus,1,27,19,23,6.6521739130434785,30.434782608695652,0.11888586956521739
focus,1,28,1,22,6.090909090909091,38.27272727272727,0.1495028409090909
focus,1,28,2,22,6.090909090909091,37.22727272727273,0.1454190340909091
focus,1,28,3,22,6.090909090909091,34.5,0.134765625
focus,1,28,4,22,6.090909090909091,28.136363636363637,0.10990767045454546
focus,1,28,5,22,6.090909090909091,22.454545454545453,0.08771306818181818
focus,1,28,6,22,6.090909090909091,27.227272727272727,0.10635653409090909
focus,1,28,7,22,6.090909090909091,28.681818181818183,0.11203835227272728
focus,1,28,8,22,6.090909090909091,26.227272727272727,0.10245028409090909
focus,1,28,9,22,6.090909090909091,27.727272727272727,0.10830965909090909
focus,1,28,10,22,6.090909090909091,25.318181818181817,0.09889914772727272
focus,1,28,11,22,6.090909090909091,24.954545454545453,0.09747869318181818
focus,1,28,12,22,6.090909090909091,29.59090909090909,0.11558948863636363
focus,1,28,13,22,6.090909090909091,26.863636363636363,0.10493607954545454
focus,1,28,14,22,6.090909090909091,26.0,0.1015625
focus,1,28,15,22,6.090909090909091,28.045454545454547,0.10955255681818182
focus,1,28,16,22,6.090909090909091,24.272727272727273,0.09481534090909091
focus,1,28,17,22,6.090909090909091,28.0,0.109375
focus,1,28,18,22,6.090909090909091,25.90909090909091,0.10120738636363637
focus,1,28,19,22,6.090909090909091,28.545454545454547,0.11150568181818182
focus,1,29,1,24,6.708333333333333,43.958333333333336,0.17171223958333334
focus,1,29,2,24,6.708333333333333,44.166666666666664,0.17252604166666666
focus,1,29,3,24,6.708333333333333,40.541666666666664,0.15836588541666666
focus,1,29,4,24,6.708333333333333,35.083333333333336,0.13704427083333334
focus,1,29,5,24,6.708333333333333,28.291666666666668,0.11051432291666667
focus,1,29,6,24,6.708333333333333,30.875,0.12060546875
focus,1,29,7,24,6.708333333333333,32.875,0.12841796875
focus,1,29,8,24,6.708333333333333,29.625,0.11572265625
focus,1,29,9,24,6.708333333333333,34.583333333333336,0.13509114583333334
focus,1,29,10,24,6.708333333333333,28.25,0.1103515625
focus,1,29,11,24,6.708333333333333,28.25,0.1103515625
focus,1,29,12,24,6.708333333333333,32.666666666666664,0.12760416666666666
focus,1,29,13,24,6.708333333333333,29.833333333333332,0.11653645833333333
focus,1,29,14,24,6.708333333333333,34.0,0.1328125
focus,1,29,15,24,6.708333333333333,33.333333333333336,0.13020833333333334
focus,1,29,16,24,6.708333333333333,30.458333333333332,0.11897786458333333
focus,1,29,17,24,6.708333333333333,32.333333333333336,0.12630208333333334
focus,1,29,18,24,6.708333333333333,28.958333333333332,0.11311848958333333
focus,1,29,19,24,6.708333333333333,36.75,0.1435546875
focus,1,30,1,17,5.705882352941177,35.23529411764706,0.13763786764705882
focus,1,30,2,17,5.705882352941177,36.05882352941177,0.14085477941176472
focus,1,30,3,17,5.705882352941177,31.705882352941178,0.12385110294117647
focus,1,30,4,17,5.705882352941177,26.294117647058822,0.10271139705882353
focus,1,30,5,17,5.705882352941177,22.294117647058822,0.08708639705882353
focus,1,30,6,17,5.705882352941177,21.823529411764707,0.08524816176470588
focus,1,30,7,17,5.705882352941177,27.11764705882353,0.10592830882352941
focus,1,30,8,17,5.705882352941177,21.176470588235293,0.08272058823529412
focus,1,30,9,17,5.705882352941177,26.88235294117647,0.10500919117647059
focus,1,30,10,17,5.705882352941177,21.705882352941178,0.08478860294117647
focus,1,30,11,17,5.705882352941177,23.352941176470587,0.09122242647058823
focus,1,30,12,17,5.705882352941177,24.352941176470587,0.09512867647058823
focus,1,30,13,17,5.705882352941177,22.88235294117647,0.08938419117647059
focus,1,30,14,17,5.705882352941177,24.529411764705884,0.09581801470588236
focus,1,30,15,17,5.705882352941177,26.0,0.1015625
focus,1,30,16,17,5.705882352941177,23.176470588235293,0.09053308823529412
focus,1,30,17,17,5.705882352941177,25.352941176470587,0.09903492647058823
focus,1,30,18,17,5.705882352941177,22.529411764705884,0.08800551470588236
focus,1,30,19,17,5.705882352941177,28.529411764705884,0.11144301470588236
focus,1,31,1,22,5.590909090909091,34.95454545454545,0.13654119318181818
focus,1,31,2,22,5.590909090909091,34.31818181818182,0.13405539772727273
focus,1,31,3,22,5.590909090909091,31.954545454545453,0.12482244318181818
focus,1,31,4,22,5.590909090909091,26.681818181818183,0.10422585227272728
focus,1,31,5,22,5.590909090909091,23.227272727272727,0.09073153409090909
focus,1,31,6,22,5.590909090909091,23.363636363636363,0.09126420454545454
focus,1,31,7,22,5.590909090909091,26.09090909090909,0.10191761363636363
focus,1,31,8,22,5.590909090909091,23.59090909090909,0.09215198863636363
focus,1,31,9,22,5.590909090909091,24.636363636363637,0.09623579545454546
focus,1,31,10,22,5.590909090909091,22.863636363636363,0.08931107954545454
focus,1,31,11,22,5.590909090909091,23.272727272727273,0.09090909090909091
focus,1,31,12,22,5.590909090909091,24.40909090909091,0.09534801136363637
focus,1,31,13,22,5.590909090909091,24.727272727272727,0.09659090909090909
focus,1,31,14,22,5.590909090909091,24.59090909090909,0.09605823863636363
focus,1,31,15,22,5.590909090909091,26.363636363636363,0.10298295454545454
focus,1,31,16,22,5.590909090909091,24.59090909090909,0.09605823863636363
focus,1,31,17,22,5.590909090909091,26.272727272727273,0.10262784090909091
focus,1,31,18,22,5.590909090909091,26.318181818181817,0.10280539772727272
focus,1,31,19,22,5.590909090909091,28.363636363636363,0.11079545454545454
focus,2,0,1,16,13.6875,66.125,0.25830078125
focus,2,0,2,16,13.6875,68.75,0.2685546875
focus,2,0,3,16,13.6875,58.6875,0.229248046875
focus,2,0,4,16,13.6875,51.0,0.19921875
focus,2,0,5,16,13.6875,42.6875,0.166748046875
focus,2,0,6,16,13.6875,43.6875,0.170654296875
focus,2,0,7,16,13.6875,53.5625,0.209228515625
focus,2,0,8,16,13.6875,44.9375,0.175537109375
focus,2,0,9,16,13.6875,52.25,0.2041015625
focus,2,0,10,16,13.6875,43.0,0.16796875
focus,2,0,11,16,13.6875,43.0,0.16796875
focus,2,0,12,16,13.6875,46.375,0.18115234375
focus,2,0,13,16,13.6875,50.8125,0.198486328125
focus,2,0,14,16,13.6875,53.875,0.21044921875
focus,2,0,15,16,13.6875,53.3125,0.208251953125
focus,2,0,16,16,13.6875,50.375,0.19677734375
focus,2,0,17,16,13.6875,48.9375,0.191162109375
focus,2,0,18,16,13.6875,46.125,0.18017578125
focus,2,0,19,16,13.6875,55.4375,0.216552734375
focus,2,1,1,12,13.25,63.583333333333336,0.24837239583333334
focus,2,1,2,12,13.25,68.0,0.265625
focus,2,1,3,12,13.25,57.083333333333336,0.22298177083333334
focus,2,1,4,12,13.25,50.333333333333336,0.19661458333333334
focus,2,1,5,12,13.25,44.416666666666664,0.17350260416666666
focus,2,1,6,12,13.25,43.0,0.16796875
focus,2,1,7,12,13.25,48.25,0.1884765625
focus,2,1,8,12,13.25,43.0,0.16796875
focus,2,1,9,12,13.25,47.083333333333336,0.18391927083333334
focus,2,1,10,12,13.25,44.083333333333336,0.17220052083333334
focus,2,1,11,12,13.25,41.5,0.162109375
focus,2,1,12,12,13.25,47.75,0.1865234375
focus,2,1,13,12,13.25,49.5,0.193359375
focus,2,1,14,12,13.25,50.666666666666664,0.19791666666666666
focus,2,1,15,12,13.25,51.666666666666664,0.20182291666666666
focus,2,1,16,12,13.25,46.25,0.1806640625
focus,2,1,17,12,13.25,50.333333333333336,0.19661458333333334
focus,2,1,18,12,13.25,45.5,0.177734375
focus,2,1,19,12,13.25,51.75,0.2021484375
focus,2,2,1,21,12.19047619047619,61.0,0.23828125
focus,2,2,2,21,12.19047619047619,63.714285714285715,0.24888392857142858
focus,2,2,3,21,12.19047619047619,54.142857142857146,0.21149553571428573
focus,2,2,4,21,12.19047619047619,46.57142857142857,0.18191964285714285
focus,2,2,5,21,12.19047619047619,38.666666666666664,0.15104166666666666
focus,2,2,6,21,12.19047619047619,40.61904761904762,0.15866815476190477
focus,2,2,7,21,12.19047619047619,48.904761904761905,0.1910342261904762
focus,2,2,8,21,12.19047619047619,39.95238095238095,0.15606398809523808
focus,2,2,9,21,12.19047619047619,47.04761904761905,0.18377976190476192
focus,2,2,10,21,12.19047619047619,41.04761904761905,0.16034226190476192
focus,2,2,11,21,12.19047619047619,39.714285714285715,0.15513392857142858
focus,2,2,12,21,12.19047619047619,44.476190476190474,0.17373511904761904
focus,2,2,13,21,12.19047619047619,45.714285714285715,0.17857142857142858
focus,2,2,14,21,12.19047619047619,46.19047619047619,0.18043154761904762
focus,2,2,15,21,12.19047619047619,46.333333333333336,0.18098958333333334
focus,2,2,16,21,12.19047619047619,45.285714285714285,0.17689732142857142
focus,2,2,17,21,12.19047619047619,48.666666666666664,0.19010416666666666
focus,2,2,18,21,12.19047619047619,45.23809523809524,0.17671130952380953
focus,2,2,19,21,12.19047619047619,49.666666666666664,0.19401041666666666
focus,2,3,1,18,14.11111111111111,73.83333333333333,0.2884114583333333
focus,2,3,2,18,14.11111111111111,73.88888888888889,0.2886284722222222
focus,2,3,3,18,14.11111111111111,65.66666666666667,0.2565104166666667
focus,2,3,4,18,14.11111111111111,49.72222222222222,0.19422743055555555
focus,2,3,5,18,14.11111111111111,41.27777777777778,0.16124131944444445
focus,2,3,6,18,14.11111111111111,46.77777777777778,0.18272569444444445
focus,2,3,7,18,14.11111111111111,53.77777777777778,0.21006944444444445
focus,2,3,8,18,14.11111111111111,47.72222222222222,0.18641493055555555
focus,2,3,9,18,14.11111111111111,51.333333333333336,0.20052083333333334
focus,2,3,10,18,14.11111111111111,45.888888888888886,0.1792534722222222
focus,2,3,11,18,14.11111111111111,46.05555555555556,0.1799045138888889
focus,2,3,12,18,14.11111111111111,51.44444444444444,0.2009548611111111
focus,2,3,13,18,14.11111111111111,46.77777777777778,0.18272569444444445
focus,2,3,14,18,14.11111111111111,51.55555555555556,0.2013888888888889
focus,2,3,15,18,14.11111111111111,51.44444444444444,0.2009548611111111
focus,2,3,16,18,14.11111111111111,44.27777777777778,0.17296006944444445
focus,2,3,17,18,14.11111111111111,47.166666666666664,0.18424479166666666
focus,2,3,18,18,14.11111111111111,43.666666666666664,0.17057291666666666
focus,2,3,19,18,14.11111111111111,52.833333333333336,0.20638020833333334
focus,2,4,1,20,11.4,57.0,0.22265625
focus,2,4,2,20,11.4,61.1,0.238671875
focus,2,4,3,20,11.4,51.9,0.202734375
focus,2,4,4,20,11.4,42.85,0.1673828125
focus,2,4,5,20,11.4,38.35,0.1498046875
focus,2,4,6,20,11.4,36.2,0.14140625
focus,2,4,7,20,11.4,45.35,0.1771484375
focus,2,4,8,20,11.4,37.5,0.146484375
focus,2,4,9,20,11.4,43.45,0.1697265625
focus,2,4,10,20,11.4,35.6,0.1390625
focus,2,4,11,20,11.4,35.75,0.1396484375
focus,2,4,12,20,11.4,40.75,0.1591796875
focus,2,4,13,20,11.4,41.85,0.1634765625
focus,2,4,14,20,11.4,43.95,0.1716796875
focus,2,4,15,20,11.4,46.3,0.180859375
focus,2,4,16,20,11.4,41.05,0.1603515625
focus,2,4,17,20,11.4,45.55,0.1779296875
focus,2,4,18,20,11.4,42.65,0.1666015625
focus,2,4,19,20,11.4,48.0,0.1875
focus,2,5,1,14,12.214285714285714,59.07142857142857,0.23074776785714285
focus,2,5,2,14,12.214285714285714,64.07142857142857,0.25027901785714285
focus,2,5,3,14,12.214285714285714,54.0,0.2109375
focus,2,5,4,14,12.214285714285714,46.142857142857146,0.18024553571428573
focus,2,5,5,14,12.214285714285714,34.642857142857146,0.13532366071428573
focus,2,5,6,14,12.214285714285714,37.142857142857146,0.14508928571428573
focus,2,5,7,14,12.214285714285714,46.857142857142854,0.18303571428571427
focus,2,5,8,14,12.214285714285714,38.07142857142857,0.14871651785714285
focus,2,5,9,14,12.214285714285714,43.642857142857146,0.17047991071428573
focus,2,5,10,14,12.214285714285714,35.92857142857143,0.14034598214285715
focus,2,5,11,14,12.214285714285714,35.285714285714285,0.13783482142857142
focus,2,5,12,14,12.214285714285714,40.857142857142854,0.15959821428571427
focus,2,5,13,14,12.214285714285714,40.785714285714285,0.15931919642857142
focus,2,5,14,14,12.214285714285714,47.42857142857143,0.18526785714285715
focus,2,5,15,14,12.214285714285714,46.285714285714285,0.18080357142857142
focus,2,5,16,14,12.214285714285714,40.92857142857143,0.15987723214285715
focus,2,5,17,14,12.214285714285714,43.714285714285715,0.17075892857142858
focus,2,5,18,14,12.214285714285714,41.0,0.16015625
focus,2,5,19,14,12.214285714285714,50.42857142857143,0.19698660714285715
focus,2,6,1,19,11.947368421052632,61.73684210526316,0.2411595394736842
focus,2,6,2,19,11.947368421052632,63.578947368421055,0.24835526315789475
focus,2,6,3,19,11.947368421052632,53.73684210526316,0.2099095394736842
focus,2,6,4,19,11.947368421052632,45.473684210526315,0.17763157894736842
focus,2,6,5,19,11.947368421052632,40.421052631578945,0.15789473684210525
focus,2,6,6,19,11.947368421052632,39.21052631578947,0.15316611842105263
focus,2,6,7,19,11.947368421052632,45.94736842105263,0.17948190789473684
focus,2,6,8,19,11.947368421052632,38.8421052631579,0.15172697368421054
focus,2,6,9,19,11.947368421052632,44.421052631578945,0.17351973684210525
focus,2,6,10,19,11.947368421052632,42.8421052631579,0.16735197368421054
focus,2,6,11,19,11.947368421052632,39.21052631578947,0.15316611842105263
focus,2,6,12,19,11.947368421052632,43.526315789473685,0.17002467105263158
focus,2,6,13,19,11.947368421052632,40.526315789473685,0.15830592105263158
focus,2,6,14,19,11.947368421052632,48.10526315789474,0.18791118421052633
focus,2,6,15,19,11.947368421052632,48.05263157894737,0.18770559210526316
focus,2,6,16,19,11.947368421052632,44.21052631578947,0.17269736842105263
focus,2,6,17,19,11.947368421052632,45.421052631578945,0.17742598684210525
focus,2,6,18,19,11.947368421052632,42.421052631578945,0.16570723684210525
focus,2,6,19,19,11.947368421052632,48.526315789473685,0.18955592105263158
focus,2,7,1,21,11.857142857142858,58.61904761904762,0.22898065476190477
focus,2,7,2,21,11.857142857142858,59.523809523809526,0.23251488095238096
focus,2,7,3,21,11.857142857142858,48.57142857142857,0.18973214285714285
focus,2,7,4,21,11.857142857142858,41.714285714285715,0.16294642857142858
focus,2,7,5,21,11.857142857142858,37.61904761904762,0.14694940476190477
focus,2,7,6,21,11.857142857142858,38.42857142857143,0.15011160714285715
focus,2,7,7,21,11.857142857142858,42.904761904761905,0.1675967261904762
focus,2,7,8,21,11.857142857142858,37.76190476190476,0.14750744047619047
focus,2,7,9,21,11.857142857142858,43.0,0.16796875
focus,2,7,10,21,11.857142857142858,39.142857142857146,0.15290178571428573
focus,2,7,11,21,11.857142857142858,36.42857142857143,0.14229910714285715
focus,2,7,12,21,11.857142857142858,39.61904761904762,0.15476190476190477
focus,2,7,13,21,11.857142857142858,43.19047619047619,0.16871279761904762
focus,2,7,14,21,11.857142857142858,43.476190476190474,0.16982886904761904
focus,2,7,15,21,11.857142857142858,43.523809523809526,0.17001488095238096
focus,2,7,16,21,11.857142857142858,42.23809523809524,0.16499255952380953
focus,2,7,17,21,11.857142857142858,44.523809523809526,0.17392113095238096
focus,2,7,18,21,11.857142857142858,43.285714285714285,0.16908482142857142
focus,2,7,19,21,11.857142857142858,44.476190476190474,0.17373511904761904
focus,2,8,1,21,13.619047619047619,70.9047619047619,0.27697172619047616
focus,2,8,2,21,13.619047619047619,70.57142857142857,0.27566964285714285
focus,2,8,3,21,13.619047619047619,63.23809523809524,0.24702380952380953
focus,2,8,4,21,13.619047619047619,50.142857142857146,0.19587053571428573
focus,2,8,5,21,13.619047619047619,43.38095238095238,0.16945684523809523
focus,2,8,6,21,13.619047619047619,40.04761904761905,0.15643601190476192
focus,2,8,7,21,13.619047619047619,52.19047619047619,0.20386904761904762
focus,2,8,8,21,13.619047619047619,45.476190476190474,0.17764136904761904
focus,2,8,9,21,13.619047619047619,47.904761904761905,0.1871279761904762
focus,2,8,10,21,13.619047619047619,45.76190476190476,0.17875744047619047
focus,2,8,11,21,13.619047619047619,45.57142857142857,0.17801339285714285
focus,2,8,12,21,13.619047619047619,52.0,0.203125
focus,2,8,13,21,13.619047619047619,43.666666666666664,0.17057291666666666
focus,2,8,14,21,13.619047619047619,52.285714285714285,0.20424107142857142
focus,2,8,15,21,13.619047619047619,52.476190476190474,0.20498511904761904
focus,2,8,16,21,13.619047619047619,46.666666666666664,0.18229166666666666
focus,2,8,17,21,13.619047619047619,49.23809523809524,0.19233630952380953
focus,2,8,18,21,13.619047619047619,43.142857142857146,0.16852678571428573
focus,2,8,19,21,13.619047619047619,54.57142857142857,0.21316964285714285
focus,2,9,1,21,11.761904761904763,57.57142857142857,0.22488839285714285
focus,2,9,2,21,11.761904761904763,57.80952380952381,0.22581845238095238
focus,2,9,3,21,11.761904761904763,51.142857142857146,0.19977678571428573
focus,2,9,4,21,11.761904761904763,42.857142857142854,0.16741071428571427
focus,2,9,5,21,11.761904761904763,36.76190476190476,0.14360119047619047
focus,2,9,6,21,11.761904761904763,36.904761904761905,0.1441592261904762
focus,2,9,7,21,11.761904761904763,44.04761904761905,0.17206101190476192
focus,2,9,8,21,11.761904761904763,40.04761904761905,0.15643601190476192
focus,2,9,9,21,11.761904761904763,42.57142857142857,0.16629464285714285
focus,2,9,10,21,11.761904761904763,39.23809523809524,0.15327380952380953
focus,2,9,11,21,11.761904761904763,39.666666666666664,0.15494791666666666
focus,2,9,12,21,11.761904761904763,44.76190476190476,0.17485119047619047
focus,2,9,13,21,11.761904761904763,42.95238095238095,0.16778273809523808
focus,2,9,14,21,11.761904761904763,42.857142857142854,0.16741071428571427
focus,2,9,15,21,11.761904761904763,45.095238095238095,0.1761532738095238
focus,2,9,16,21,11.761904761904763,39.57142857142857,0.15457589285714285
focus,2,9,17,21,11.761904761904763,43.714285714285715,0.17075892857142858
focus,2,9,18,21,11.761904761904763,41.095238095238095,0.1605282738095238
focus,2,9,19,21,11.761904761904763,45.285714285714285,0.17689732142857142
focus,2,10,1,25,10.88,59.6,0.2328125
focus,2,10,2,25,10.88,60.04,0.23453125
focus,2,10,3,25,10.88,52.0,0.203125
focus,2,10,4,25,10.88,45.28,0.176875
focus,2,10,5,25,10.88,35.64,0.13921875
focus,2,10,6,25,10.88,34.44,0.13453125
focus,2,10,7,25,10.88,43.12,0.1684375
focus,2,10,8,25,10.88,37.12,0.145
focus,2,10,9,25,10.88,42.72,0.166875
focus,2,10,10,25,10.88,36.44,0.14234375
focus,2,10,11,25,10.88,36.84,0.14390625
focus,2,10,12,25,10.88,42.64,0.1665625
focus,2,10,13,25,10.88,39.16,0.15296875
focus,2,10,14,25,10.88,42.72,0.166875
focus,2,10,15,25,10.88,45.08,0.17609375
focus,2,10,16,25,10.88,39.84,0.155625
focus,2,10,17,25,10.88,42.0,0.1640625
focus,2,10,18,25,10.88,38.04,0.14859375
focus,2,10,19,25,10.88,47.2,0.184375
focus,2,11,1,17,11.588235294117647,57.35294117647059,0.22403492647058823
focus,2,11,2,17,11.588235294117647,59.411764705882355,0.23207720588235295
focus,2,11,3,17,11.588235294117647,51.94117647058823,0.20289522058823528
focus,2,11,4,17,11.588235294117647,43.294117647058826,0.16911764705882354
focus,2,11,5,17,11.588235294117647,40.8235294117647,0.15946691176470587
focus,2,11,6,17,11.588235294117647,37.470588235294116,0.14636948529411764
focus,2,11,7,17,11.588235294117647,42.76470588235294,0.16704963235294118
focus,2,11,8,17,11.588235294117647,40.23529411764706,0.15716911764705882
focus,2,11,9,17,11.588235294117647,45.23529411764706,0.17670036764705882
focus,2,11,10,17,11.588235294117647,37.588235294117645,0.14682904411764705
focus,2,11,11,17,11.588235294117647,38.8235294117647,0.15165441176470587
focus,2,11,12,17,11.588235294117647,40.64705882352941,0.15877757352941177
focus,2,11,13,17,11.588235294117647,43.94117647058823,0.17164522058823528
focus,2,11,14,17,11.588235294117647,45.05882352941177,0.17601102941176472
focus,2,11,15,17,11.588235294117647,46.23529411764706,0.18060661764705882
focus,2,11,16,17,11.588235294117647,44.05882352941177,0.17210477941176472
focus,2,11,17,17,11.588235294117647,44.35294117647059,0.17325367647058823
focus,2,11,18,17,11.588235294117647,43.411764705882355,0.16957720588235295
focus,2,11,19,17,11.588235294117647,49.8235294117647,0.19462316176470587
focus,2,12,1,19,13.157894736842104,67.26315789473684,0.26274671052631576
focus,2,12,2,19,13.157894736842104,70.21052631578948,0.27425986842105265
focus,2,12,3,19,13.157894736842104,58.31578947368421,0.22779605263157895
focus,2,12,4,19,13.157894736842104,51.05263157894737,0.19942434210526316
focus,2,12,5,19,13.157894736842104,47.05263157894737,0.18379934210526316
focus,2,12,6,19,13.157894736842104,42.94736842105263,0.16776315789473684
focus,2,12,7,19,13.157894736842104,52.8421052631579,0.20641447368421054
focus,2,12,8,19,13.157894736842104,44.31578947368421,0.17310855263157895
focus,2,12,9,19,13.157894736842104,54.0,0.2109375
focus,2,12,10,19,13.157894736842104,43.26315789473684,0.1689967105263158
focus,2,12,11,19,13.157894736842104,43.31578947368421,0.16920230263157895
focus,2,12,12,19,13.157894736842104,51.578947368421055,0.20148026315789475
focus,2,12,13,19,13.157894736842104,50.10526315789474,0.19572368421052633
focus,2,12,14,19,13.157894736842104,51.63157894736842,0.20168585526315788
focus,2,12,15,19,13.157894736842104,47.1578947368421,0.18421052631578946
focus,2,12,16,19,13.157894736842104,46.05263157894737,0.17989309210526316
focus,2,12,17,19,13.157894736842104,48.05263157894737,0.18770559210526316
focus,2,12,18,19,13.157894736842104,47.21052631578947,0.18441611842105263
focus,2,12,19,19,13.157894736842104,53.89473684210526,0.21052631578947367
focus,2,13,1,23,12.173913043478262,61.43478260869565,0.23997961956521738
focus,2,13,2,23,12.173913043478262,64.17391304347827,0.250679347826087
focus,2,13,3,23,12.173913043478262,57.47826086956522,0.22452445652173914
focus,2,13,4,23,12.173913043478262,44.69565217391305,0.17459239130434784
focus,2,13,5,23,12.173913043478262,39.91304347826087,0.1559103260869565
focus,2,13,6,23,12.173913043478262,38.43478260869565,0.15013586956521738
focus,2,13,7,23,12.173913043478262,50.34782608695652,0.19667119565217392
focus,2,13,8,23,12.173913043478262,42.0,0.1640625
focus,2,13,9,23,12.173913043478262,48.26086956521739,0.18851902173913043
focus,2,13,10,23,12.173913043478262,41.47826086956522,0.16202445652173914
focus,2,13,11,23,12.173913043478262,42.56521739130435,0.16627038043478262
focus,2,13,12,23,12.173913043478262,42.869565217391305,0.16745923913043478
focus,2,13,13,23,12.173913043478262,44.47826086956522,0.17374320652173914
focus,2,13,14,23,12.173913043478262,48.08695652173913,0.1878396739130435
focus,2,13,15,23,12.173913043478262,46.65217391304348,0.18223505434782608
focus,2,13,16,23,12.173913043478262,41.43478260869565,0.16185461956521738
focus,2,13,17,23,12.173913043478262,45.608695652173914,0.17815896739130435
focus,2,13,18,23,12.173913043478262,44.30434782608695,0.17306385869565216
focus,2,13,19,23,12.173913043478262,50.0,0.1953125
focus,2,14,1,17,13.235294117647058,70.11764705882354,0.27389705882352944
focus,2,14,2,17,13.235294117647058,70.17647058823529,0.2741268382352941
focus,2,14,3,17,13.235294117647058,60.0,0.234375
